City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,bikenibeu village,1.3673,173.1241,28.98,84,40,5.14,KI,1728917919
299,irymple,-34.25,142.1667,17.27,53,6,3.35,AU,1728917920
300,cannonvale,-20.2833,148.7,22.66,79,13,7.07,AU,1728917921
301,berezovyy,51.6667,135.7,8.98,73,90,1.8,RU,1728917922
302,mount pearl,47.5166,-52.7813,11.19,78,75,7.72,CA,1728917924
303,al kawa,13.7463,32.4996,36.58,26,21,1.75,SD,1728917925
304,kismayo,-0.3582,42.5454,26.0,80,80,6.89,SO,1728917926
305,dryden,49.7833,-92.7503,1.16,93,100,3.09,CA,1728917927
306,hotan,37.0997,79.9269,19.91,15,1,1.76,CN,1728917928
307,tari,-11.1105,14.3559,25.39,54,24,4.42,AO,1728917929
308,dunedin,-45.8742,170.5036,7.67,92,100,3.13,NZ,1728917930
309,lompoc,34.6391,-120.4579,14.83,90,100,2.06,US,1728917734
310,wewak,-3.5534,143.6268,26.6,83,75,0.49,PG,1728917932
311,soritor,-6.1392,-77.1039,20.84,93,92,0.91,PE,1728917934
312,dunhua,43.3725,128.2425,15.23,67,99,6.15,CN,1728917935
313,east london,-33.0153,27.9116,18.52,63,40,11.83,ZA,1728917936
314,ipora,-16.4419,-51.1178,36.1,29,86,4.21,BR,1728917937
315,lang son,21.8333,106.7333,22.74,79,26,1.12,VN,1728917938
316,podhum,43.7231,17.0011,18.78,69,10,1.84,BA,1728917939
317,nova vicosa,-17.8919,-39.3719,26.47,67,79,6.75,BR,1728917940
318,gumi,36.1136,128.336,16.75,99,100,0.88,KR,1728917941
319,erdenet,49.0333,104.0833,-5.04,83,15,2.36,MN,1728917942
320,nasiriyah,31.0521,46.261,35.67,15,0,3.2,IQ,1728917895
321,chui,-33.6971,-53.4616,18.85,81,100,6.25,UY,1728917945
322,toliara,-23.35,43.6667,25.02,65,23,2.89,MG,1728917946
323,kingston,17.997,-76.7936,31.2,79,20,3.09,JM,1728917361
324,kudahuvadhoo,2.6708,72.8944,27.9,76,66,5.76,MV,1728917948
325,baranchinskiy,58.1617,59.6991,-2.69,85,31,2.04,RU,1728917949
326,mungwi,-10.1732,31.3694,31.51,17,91,0.86,ZM,1728917950
327,posto fiscal rolim de moura,-13.0833,-62.2667,37.02,32,85,1.77,BR,1728917951
328,dauphin,51.1494,-100.0502,2.08,93,75,7.2,CA,1728917952
329,mezzolombardo,46.209,11.0968,17.97,69,0,2.06,IT,1728917954
330,riviere-du-loup,47.8304,-69.5342,5.49,93,100,1.54,CA,1728917955
331,malvan,16.0667,73.4667,27.38,83,100,0.78,IN,1728917945
332,auki,-8.7676,160.7034,24.89,91,67,1.46,SB,1728917958
333,imbituba,-28.24,-48.6703,21.92,67,100,7.29,BR,1728917959
334,rabigh,22.7986,39.0349,31.96,49,0,6.16,SA,1728917961
335,revda,56.801,59.9303,-3.67,89,13,1.36,RU,1728917963
336,margate,51.3813,1.3862,11.6,84,100,0.45,GB,1728917964
337,quincy,42.2529,-71.0023,12.38,95,100,3.09,US,1728917965
338,hammerfest,70.6634,23.6821,6.25,75,75,1.03,NO,1728917966
339,mezhdurechenskiy,59.6,65.9333,1.9,74,100,1.55,RU,1728917967
340,lashio,22.9333,97.75,19.8,96,3,0.34,MM,1728917968
341,vryburg,-26.9566,24.7284,35.16,8,100,4.05,ZA,1728917969
342,port arthur,38.8,121.2667,14.12,85,0,1.44,CN,1728917971
343,kendari,-3.945,122.4989,24.47,94,100,0.67,ID,1728917972
344,isla del bosque,22.7333,-105.85,26.97,67,0,2.1,MX,1728917973
345,kuanda,56.3161,116.0806,-12.84,80,13,0.59,RU,1728917974
346,port hueneme,34.1478,-119.1951,16.6,91,100,3.09,US,1728917939
347,mutum biyu,8.6333,10.7667,23.53,91,99,1.87,NG,1728917976
348,aghajari,30.7006,49.8315,35.12,26,0,3.09,IR,1728917978
349,holualoa,19.6228,-155.9522,22.15,72,0,3.6,US,1728917915
350,jertih,5.7336,102.4897,25.43,91,100,1.14,MY,1728917981
351,bure,10.7,37.0667,15.89,90,100,0.82,ET,1728917982
352,khandyga,62.6667,135.6,-11.36,98,94,0.75,RU,1728917983
353,norfolk,42.1668,-71.2495,11.48,95,100,0.45,US,1728917763
354,harstad,68.799,16.5293,5.09,92,73,4.02,NO,1728917985
355,totness,5.8833,-56.3167,31.11,60,15,3.75,SR,1728917987
356,hacienda huancane,-15.8222,-70.8856,7.35,55,84,2.27,PE,1728917989
357,grande prairie,55.1667,-118.8027,6.1,81,75,0.0,CA,1728917708
358,deming,32.2687,-107.7586,20.81,20,0,3.84,US,1728917991
359,nuuk,64.1835,-51.7216,1.89,69,2,4.7,GL,1728917992
360,dubbo,-32.25,148.6167,13.07,94,100,3.6,AU,1728917993
361,suklayin,15.7574,121.5503,25.15,94,100,0.89,PH,1728917994
362,tibanbang,6.6315,126.1055,28.38,75,31,1.6,PH,1728917996
363,ahar,38.4774,47.0699,13.38,84,96,4.58,IR,1728917997
364,traralgon,-38.1833,146.5333,12.48,78,100,4.65,AU,1728917998
365,souillac,-20.5167,57.5167,23.21,73,40,4.63,MU,1728917999
366,san andres,12.5847,-81.7006,28.01,78,20,3.09,CO,1728918000
367,djougou,9.7085,1.666,27.19,66,77,1.35,BJ,1728918001
368,south upi,6.8333,124.15,23.37,88,100,1.56,PH,1728918003
369,beloyarskiy,63.7119,66.6722,1.5,91,100,2.57,RU,1728918005
370,wiang sa,8.6359,99.3666,25.94,89,99,0.52,TH,1728918006
371,uturoa,-16.7333,-151.4333,25.09,65,55,2.95,PF,1728918007
372,ryotsu-minato,38.0833,138.4333,19.05,76,99,2.1,JP,1728918008
373,yendi,9.4427,-0.0099,29.51,63,37,2.4,GH,1728918009
374,baskale,38.0453,44.0172,12.46,41,78,3.77,TR,1728918010
375,thinadhoo,0.5333,72.9333,28.23,75,76,4.83,MV,1728918013
376,sarai,53.7458,41.0213,5.53,74,100,7.97,RU,1728918014
377,les avirons,-21.2418,55.3394,22.05,73,0,6.17,RE,1728918015
378,richards bay,-28.783,32.0377,20.24,88,100,7.84,ZA,1728918016
379,kibara,-2.15,33.45,25.57,55,8,5.58,TZ,1728918017
380,abepura,-2.6333,140.5833,24.45,88,40,1.03,ID,1728918018
381,rosetta,31.4044,30.4164,24.99,64,3,5.6,EG,1728918020
382,gifford,27.6753,-80.4092,28.92,75,2,2.24,US,1728918021
383,xining,36.6167,101.7667,10.57,65,4,1.19,CN,1728918022
384,chipata,-13.6333,32.65,31.48,21,92,3.3,ZM,1728918023
385,cruzeiro do sul,-29.5128,-51.9853,29.18,56,68,2.15,BR,1728918024
386,turaif,31.6725,38.6637,30.14,17,0,4.12,SA,1728918025
387,bethanie,-26.4833,17.15,32.19,11,0,6.53,NA,1728918026
388,belyye stolby,55.3314,37.854,-0.08,100,100,5.0,RU,1728918027
389,ilanskiy,56.2358,96.065,-0.29,58,100,5.45,RU,1728918028
390,tyukhtet,56.5389,89.3011,-2.28,95,100,3.25,RU,1728918030
391,dalandzadgad,43.5708,104.425,6.5,49,15,3.2,MN,1728918031
392,songjianghe,42.1859,127.479,10.55,88,80,2.0,CN,1728918032
393,praia da vitoria,38.7333,-27.0667,22.14,83,75,5.74,PT,1728918033
394,boyolangu,-8.1181,111.8935,24.59,92,96,1.31,ID,1728918034
395,mumford,5.2618,-0.759,26.79,76,24,4.65,GH,1728918035
396,kapa'a,22.0752,-159.319,26.18,95,40,6.17,US,1728918036
397,kirensk,57.7853,108.1119,-3.38,93,100,6.3,RU,1728918037
398,mossel bay,-34.1831,22.146,17.96,67,61,6.08,ZA,1728918034
399,islamkot,24.6997,70.177,31.48,37,60,2.97,PK,1728918040
400,fortuna,40.5982,-124.1573,12.51,98,100,0.0,US,1728918041
401,oshakati,-17.7833,15.6833,33.93,12,2,3.24,NA,1728918042
402,sao joao da barra,-21.6403,-41.0511,26.05,61,85,5.52,BR,1728918043
403,zaragoza,41.6561,-0.8773,23.03,73,20,2.06,ES,1728917746
404,howrah,22.5892,88.3103,29.0,74,20,1.54,IN,1728918045
405,zalau,47.2,23.05,12.99,44,2,4.78,RO,1728918046
406,mar del plata,-38.0023,-57.5575,19.01,86,75,5.14,AR,1728917186
407,saint-pierre,-21.3393,55.4781,23.82,73,0,6.17,RE,1728918049
408,bukama,-9.2,25.85,23.94,77,99,2.94,CD,1728918050
409,lake city,30.1897,-82.6393,23.72,68,0,2.57,US,1728918002
410,meiganga,6.5167,14.3,24.14,79,36,2.46,CM,1728917767
411,nema,57.5067,50.5011,1.3,57,78,3.01,RU,1728918053
412,tabou,4.423,-7.3528,26.65,80,100,4.45,CI,1728918054
413,kegen,43.0197,79.2203,6.88,71,87,0.98,KZ,1728918055
414,formosa do rio preto,-11.0483,-45.1931,37.25,23,80,3.61,BR,1728918057
415,bondo,3.8146,23.6866,25.93,77,98,0.35,CD,1728918058
416,freetown,8.484,-13.2299,26.3,72,100,1.19,SL,1728918059
417,oruro,-17.9833,-67.15,13.27,54,20,3.6,BO,1728918060
418,washougal,45.5826,-122.3534,13.95,91,39,1.34,US,1728918061
419,fuglafjordur,62.244,-6.814,9.75,93,74,4.93,FO,1728918062
420,tadine,-21.55,167.8833,20.52,64,100,6.69,NC,1728918063
421,sawai madhopur,25.9833,76.3667,27.03,59,13,1.8,IN,1728918064
422,lulea,65.5842,22.1547,6.04,87,75,1.92,SE,1728918066
423,teyateyaneng,-29.1472,27.7489,28.83,15,100,5.82,LS,1728918067
424,n'dalatando,-9.2978,14.9116,28.64,44,58,3.29,AO,1728918069
425,shimokizukuri,40.8061,140.3861,12.84,91,100,1.89,JP,1728918070
426,varde,55.6211,8.4807,13.43,62,20,4.63,DK,1728918071
427,kenora,49.8167,-94.4337,1.54,93,75,1.03,CA,1728918073
428,fort st. john,56.2499,-120.8529,8.94,81,75,3.6,CA,1728918007
429,afaahiti,-17.75,-149.2833,23.0,80,100,5.2,PF,1728918075
430,bedele,8.456,36.353,15.72,91,100,1.21,ET,1728918076
431,gebeit,21.0667,36.3167,31.62,26,82,5.78,SD,1728918077
432,martapura,-3.4167,114.85,27.05,89,20,1.03,ID,1728918078
433,maua,-23.6678,-46.4614,22.89,81,100,3.26,BR,1728918080
434,daman,20.4167,72.85,27.81,84,99,2.08,IN,1728918081
435,redencao,-4.2258,-38.7306,35.86,26,51,4.07,BR,1728918082
436,port moresby,-9.4431,147.1797,25.68,94,40,7.72,PG,1728918083
437,bidhuna,26.8022,79.5088,27.23,55,56,0.52,IN,1728918085
438,sinan,34.8262,126.1086,19.07,92,100,4.44,KR,1728918086
439,caleta de carquin,-11.0925,-77.6267,19.62,76,53,4.02,PE,1728918088
440,alotau,-10.3069,150.4462,24.45,94,52,0.78,PG,1728918090
441,toyooka,35.5333,134.8333,18.1,86,53,3.16,JP,1728918091
442,santa ana,33.7456,-117.8678,17.38,84,100,2.06,US,1728917993
443,daru,-9.0763,143.2092,26.04,87,88,5.53,PG,1728918094
444,limulunga,-15.0969,23.1376,27.19,43,29,6.45,ZM,1728918095
445,madang,-5.2246,145.7966,25.19,91,92,0.99,PG,1728918097
446,al khafji,28.4391,48.4913,30.18,60,0,6.72,SA,1728918098
447,falcon heights,44.9916,-93.1663,5.95,80,0,2.06,US,1728918100
448,stephenville,32.2207,-98.2023,20.08,33,0,3.6,US,1728917847
449,carauari,-4.8828,-66.8958,33.88,40,100,0.66,BR,1728918102
450,kannur,11.8675,75.3576,25.6,85,100,1.64,IN,1728918103
451,motomachi,43.8228,144.1044,10.75,91,99,2.81,JP,1728918104
452,konarka,19.9,86.1167,27.79,76,53,3.52,IN,1728918106
453,vernon,50.2581,-119.2691,7.74,81,100,1.03,CA,1728918107
454,boa vista,2.8197,-60.6733,32.99,46,40,6.17,BR,1728918108
455,siavonga,-16.5382,28.7088,33.22,33,50,2.79,ZM,1728918109
456,mayya,61.7333,130.2811,-6.38,89,99,2.51,RU,1728918110
457,castillos,-34.1667,-53.8333,17.9,81,100,5.26,UY,1728918111
458,opuwo,-18.0607,13.84,31.84,20,75,7.51,NA,1728918112
459,salahonda,2.1019,-78.7217,26.36,83,92,5.34,CO,1728918114
460,douglas,41.3,-96.167,7.69,67,0,2.06,US,1728918092
461,pathein,16.7833,94.7333,25.88,90,100,1.14,MM,1728918116
462,hoemul-li,41.4339,129.67,15.18,79,100,1.62,KP,1728918117
463,berriane,32.8265,3.7669,30.02,28,0,4.85,DZ,1728918118
464,nabire,-3.3667,135.4833,24.61,91,100,1.38,ID,1728918119
465,xinmin,41.9908,122.8253,12.92,45,99,6.83,CN,1728918120
466,black point,-34.6187,137.8972,17.29,85,100,5.74,AU,1728918121
467,kuching,1.55,110.3333,27.23,94,40,1.03,MY,1728917995
468,coquimbo,-29.9533,-71.3436,14.85,88,75,5.14,CL,1728917882
469,luwuk,-0.9516,122.7875,23.38,87,100,1.5,ID,1728918125
470,sinah,36.809,43.0389,25.44,30,100,1.48,IQ,1728918126
471,matanzas,23.0411,-81.5775,28.24,77,100,2.78,CU,1728918127
472,flying fish cove,-10.4217,105.6791,25.82,83,75,4.12,CX,1728918128
473,newcastle west,52.4492,-9.0611,10.62,77,96,2.48,IE,1728918129
474,kharp,66.8014,65.8081,0.73,92,100,3.32,RU,1728918130
475,downpatrick,54.3263,-5.7035,10.97,76,67,4.84,GB,1728918131
476,alofi,-19.0595,-169.9187,22.94,88,40,1.54,NU,1728918133
477,faya-largeau,17.9257,19.1043,37.66,8,63,5.26,TD,1728918134
478,inverell,-29.7833,151.1167,12.84,97,100,1.33,AU,1728918135
479,kenai,60.5544,-151.2583,5.64,85,71,4.6,US,1728918136
480,san juan del sur,11.2529,-85.8705,28.12,78,75,2.06,NI,1728918137
481,sar-e pul,35.8333,66.1667,15.6,39,1,0.28,AF,1728918138
482,hede,33.7681,120.2517,18.42,85,83,1.91,CN,1728918141
483,neryungri,56.6709,124.6491,-10.64,71,100,4.6,RU,1728918142
484,ginir,7.1333,40.7,16.11,83,93,0.1,ET,1728918143
485,mugia,43.1041,-9.2179,22.17,77,100,1.1,ES,1728918144
486,niederstetten,49.4,9.9194,10.93,93,75,1.54,DE,1728918104
487,sanctuary point,-35.1114,150.629,13.82,84,43,3.6,AU,1728918146
488,inarajan village,13.2736,144.7484,26.89,93,100,2.2,GU,1728918147
489,vel'sk,61.0701,42.0983,4.72,53,81,4.73,RU,1728918149
490,jizzax,40.1158,67.8422,11.55,91,100,1.12,UZ,1728918150
491,kisangani,0.5167,25.2,24.16,92,100,1.22,CD,1728918151
492,batouri,4.4333,14.3667,24.95,87,90,1.21,CM,1728918152
493,lakhtar,22.85,71.7833,30.47,63,89,2.8,IN,1728918153
494,kittila,67.6647,24.8936,4.23,100,100,3.6,FI,1728918155
495,devils lake,48.1128,-98.8651,6.99,76,100,1.54,US,1728918157
496,broome,42.2506,-75.833,10.56,81,100,5.66,US,1728918158
497,utrik,11.2278,169.8474,28.43,79,81,8.94,MH,1728918159
498,ilam,26.9167,87.9167,18.79,90,57,1.78,NP,1728918160
499,tezu,27.9167,96.1667,21.78,63,5,1.88,IN,1728918162
500,touros,-5.1989,-35.4608,29.97,51,8,6.94,BR,1728918163
501,peniche,39.3558,-9.3811,22.89,77,94,4.97,PT,1728918164
502,la gi,10.6667,107.7833,26.69,86,95,2.27,VN,1728918166
503,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,94,20,0.51,ID,1728918167
504,pierre,44.3683,-100.351,7.93,64,5,3.58,US,1728918168
505,vrangel',42.7297,133.0839,15.04,93,99,3.15,RU,1728918169
506,qamdo,31.1667,97.2333,4.67,42,73,1.44,CN,1728918170
507,kijang,35.2442,129.2139,18.85,96,100,1.89,KR,1728918171
508,cooper's town,26.8667,-77.5167,26.96,77,100,5.31,BS,1728918172
509,viedma,-40.8135,-62.9967,18.09,76,100,5.96,AR,1728918117
510,pisco,-13.7,-76.2167,19.45,77,75,4.12,PE,1728918175
511,zhukovka,53.534,33.728,6.61,95,100,4.23,RU,1728918176
512,sambava,-14.2667,50.1667,23.93,80,8,5.31,MG,1728918177
513,mogocha,53.7333,119.7667,-8.45,71,4,1.22,RU,1728918179
514,frutal,-20.0247,-48.9406,35.74,30,52,3.5,BR,1728918037
515,fale old settlement,-9.3852,-171.2468,27.41,77,37,5.31,TK,1728918181
516,nhlangano,-27.1167,31.2,19.08,71,52,5.86,SZ,1728918183
517,azogues,-2.7333,-78.8333,13.97,67,76,3.46,EC,1728918184
518,nantucket,41.2835,-70.0995,19.52,82,75,4.12,US,1728918111
519,manokwari,-0.8667,134.0833,26.75,79,98,2.36,ID,1728918186
520,hauterive,46.0901,3.4459,23.01,66,100,0.18,FR,1728918187
521,kaoma,-14.7833,24.8,28.79,31,86,2.6,ZM,1728918188
522,papar,5.7333,115.9333,26.0,88,72,1.74,MY,1728918190
523,al hawatah,13.4167,34.6333,35.26,31,99,2.26,SD,1728918191
524,protaras,35.0125,34.0583,26.11,80,0,4.02,CY,1728918192
525,mahina,-17.5065,-149.489,22.87,78,75,2.06,PF,1728918193
526,cape coast,5.1053,-1.2466,27.38,76,33,4.57,GH,1728918100
527,maintirano,-18.0667,44.0167,26.05,62,3,4.05,MG,1728918195
528,yinchuan,38.4681,106.2731,15.93,31,0,3.01,CN,1728918196
529,gorom-gorom,14.4439,-0.2361,36.79,26,98,3.76,BF,1728918197
530,mugumu,-1.85,34.7,24.88,39,96,2.88,TZ,1728918051
531,manta,-0.95,-80.7333,24.88,73,100,2.06,EC,1728918200
532,amga,60.8953,131.9608,-11.67,98,100,0.89,RU,1728918201
533,vilyuysk,63.7553,121.6247,-9.75,94,76,3.02,RU,1728918202
534,cookeville,36.1628,-85.5016,12.58,58,5,1.34,US,1728918053
535,barentu,15.1139,37.5928,32.14,22,74,4.17,ER,1728917943
536,weiser,44.251,-116.9693,14.25,40,0,0.96,US,1728918206
537,eydhafushi,5.1033,73.0708,27.4,81,100,5.67,MV,1728918207
538,egilsstadir,65.2653,-14.3948,1.95,75,75,5.66,IS,1728918208
539,codajas,-3.8367,-62.0569,38.36,27,100,3.28,BR,1728918209
540,ataq,14.5377,46.8319,26.65,38,100,5.82,YE,1728918133
541,rumoi,43.9344,141.6428,12.29,89,100,4.13,JP,1728918211
542,orsa,54.5153,30.4053,7.17,83,100,2.89,BY,1728918212
543,srednebelaya,50.6594,128.0106,1.69,84,100,8.39,RU,1728918214
544,podgornoye,51.735,39.1496,4.12,93,100,6.0,RU,1728918215
545,palapye,-22.546,27.1251,34.98,12,69,0.57,BW,1728918216
546,phan rang-thap cham,11.5667,108.9833,25.67,91,100,1.51,VN,1728918217
547,caluula,11.9661,50.7569,29.48,64,98,1.09,SO,1728918219
548,xingcheng,40.6167,120.7167,16.49,84,6,3.65,CN,1728918220
549,noshiro,40.2039,140.0242,14.48,79,100,3.46,JP,1728918221
550,sao paulo de olivenca,-3.3783,-68.8725,33.84,44,89,0.98,BR,1728918222
551,pazaryeri,39.994,29.9042,14.29,65,100,3.3,TR,1728918223
552,amos,48.5669,-78.1162,1.64,89,100,4.67,CA,1728918129
553,constantia,44.1833,28.65,17.61,60,44,4.26,RO,1728918227
554,haiku-pauwela,20.9219,-156.3051,22.33,89,42,5.81,US,1728918228
555,port saint john's,-31.6229,29.5448,18.9,73,100,8.14,ZA,1728918229
556,gosaba,22.165,88.7998,26.55,72,11,1.9,IN,1728918230
557,great wakering,51.5533,0.8069,11.64,90,75,5.14,GB,1728918231
558,umm kaddadah,13.6017,26.6876,34.85,23,95,2.24,SD,1728918233
559,aginskoye,51.1,114.53,-5.57,61,0,6.27,RU,1728918235
560,banda aceh,5.5577,95.3222,25.55,83,100,6.35,ID,1728918014
561,kavieng,-2.5744,150.7967,28.27,78,100,4.64,PG,1728918237
562,darnah,32.767,22.6367,23.48,66,7,8.34,LY,1728918238
563,contamana,-7.3333,-75.0167,32.29,51,99,1.82,PE,1728918239
564,mercedes,-34.6515,-59.4307,19.88,72,100,3.71,AR,1728918240
565,oranjemund,-28.55,16.4333,16.22,72,6,12.4,NA,1728918241
566,ulsan,35.5372,129.3167,18.56,99,100,1.17,KR,1728918228
567,anshun,26.25,105.9333,15.4,90,100,0.65,CN,1728918244
568,kodinsk,58.6881,99.1844,-2.35,91,100,4.64,RU,1728918245
569,celestun,20.8667,-90.4,28.11,70,100,1.86,MX,1728918246
570,udon thani,17.3333,102.8333,27.95,78,0,0.51,TH,1728918247
571,kidal,18.4411,1.4078,36.74,19,88,5.09,ML,1728918248
572,cedral,23.8,-100.7333,16.4,56,0,1.2,MX,1728918038
573,farafangana,-22.8167,47.8333,23.09,75,93,6.44,MG,1728918250
574,ovruch,51.3246,28.8035,7.2,90,91,3.94,UA,1728918251
575,veinticinco de mayo,-35.4323,-60.1727,17.77,88,100,1.79,AR,1728918252
576,horasan,40.0458,42.1728,15.95,51,100,2.19,TR,1728918254
577,ostroleka,53.0862,21.5757,10.04,76,99,6.36,PL,1728918255
578,weyburn,49.6668,-103.8511,1.12,80,0,4.12,CA,1728918200
579,piti village,13.4626,144.6933,27.03,93,0,0.0,GU,1728918257
580,bristol,41.8334,-71.1662,13.08,96,100,1.34,US,1728918258
581,dashitou,43.3067,128.5114,13.81,75,100,2.66,CN,1728918259
582,san patricio,28.017,-97.5169,23.97,58,0,2.63,US,1728918260
583,taltal,-25.4,-70.4833,19.25,64,18,3.19,CL,1728918079
584,tahoua,14.8888,5.2692,31.99,48,0,2.06,NE,1728918263
585,vadso,70.0744,29.7487,6.09,75,75,8.23,NO,1728918264
586,santo antonio do ica,-3.1022,-67.9397,30.53,51,99,0.95,BR,1728918265
587,kavaratti,10.5669,72.642,27.38,81,100,1.81,IN,1728918266
588,port blair,11.6667,92.75,29.02,79,40,1.03,IN,1728918268
589,tshikapa,-6.4167,20.8,29.54,50,97,3.34,CD,1728918269
590,woodward,36.4337,-99.3904,12.2,43,0,2.06,US,1728918271
591,mawlamyine,16.4914,97.6256,26.7,80,78,0.81,MM,1728918272
592,agat village,13.3886,144.6585,26.87,93,0,0.0,GU,1728918273
593,boali,4.8005,18.1275,25.93,85,83,0.81,CF,1728918274
594,benxi,41.2886,123.765,14.85,95,17,2.04,CN,1728918275
595,santiago juxtlahuaca,17.3333,-98.0167,17.54,71,77,2.28,MX,1728918276
596,yadgir,16.7667,77.1333,25.8,79,100,4.58,IN,1728918277
597,saint-felicien,48.6501,-72.4491,3.28,100,100,2.57,CA,1728918279
